CustomerID,CustomerName,Gender,Age,City,State,Region
C00162,Vivaan Mehta,Female,62,Delhi,Delhi,North
C00163,Aditi Verma,Male,54,Bengaluru,Karnataka,South
C00164,Aditi Joshi,Female,39,Chennai,Tamil Nadu,South
C00165,Vivaan Gupta,Female,25,Bengaluru,Karnataka,South
C00166,Sneha Joshi,Male,54,Mumbai,Maharashtra,West
C00167,Aryan Patel,Female,23,Delhi,Delhi,North
C00168,Arjun Mehta,Female,56,Hyderabad,Telangana,South
C00169,Saanvi Singh,Female,46,Guwahati,Assam,East
C00170,Ananya Nair,Female,37,Jaipur,Rajasthan,North
C00171,Saanvi Sharma,Male,31,Guwahati,Assam,East
C00172,Rahul Kumar,Male,28,Hyderabad,Telangana,South
C00173,Vihaan Mehta,Male,28,Hyderabad,Telangana,South
C00174,Neha Joshi,Female,36,Delhi,Delhi,North
C00175,Rohan Gupta,Female,62,Delhi,Delhi,North
C00176,Aditya Kumar,Male,34,Jaipur,Rajasthan,North
C00177,Ishaan Roy,Male,52,Guwahati,Assam,East
C00178,Aryan Gupta,Male,22,Hyderabad,Telangana,South
C00179,Vihaan Gupta,Female,46,Delhi,Delhi,North
C00180,Karan Yadav,Female,62,Mumbai,Maharashtra,West
C00181,Rahul Mehta,Female,46,Pune,Maharashtra,West
C00182,Saanvi Sharma,Female,65,Mumbai,Maharashtra,West
C00183,Saanvi Gupta,Male,23,Kolkata,West Bengal,East
C00184,Riya Nair,Male,61,Hyderabad,Telangana,South
C00185,Riya Sharma,Male,48,Chennai,Tamil Nadu,South
C00186,Karan Gupta,Male,55,Lucknow,Uttar Pradesh,North
C00187,Aditi Verma,Female,40,Pune,Maharashtra,West
C00188,Diya Das,Male,28,Pune,Maharashtra,West
C00189,Neha Yadav,Female,36,Kolkata,West Bengal,East
C00190,Meera Sharma,Female,23,Pune,Maharashtra,West
C00191,Rahul Das,Male,43,Kolkata,West Bengal,East
C00192,Aarav Kumar,Female,44,Lucknow,Uttar Pradesh,North
C00193,Ishaan Mehta,Female,57,Delhi,Delhi,North
C00194,Karan Sharma,Male,35,Jaipur,Rajasthan,North
C00195,Aryan Gupta,Female,62,Lucknow,Uttar Pradesh,North
C00196,Arjun Sharma,Male,63,Jaipur,Rajasthan,North
C00197,Ananya Mehta,Male,53,Bengaluru,Karnataka,South
C00198,Aditya Singh,Male,47,Pune,Maharashtra,West
C00199,Aryan Joshi,Female,50,Mumbai,Maharashtra,West
C00200,Neha Joshi,Female,33,Chennai,Tamil Nadu,South
C00201,Meera Patel,Female,30,Jaipur,Rajasthan,North
C00202,Kabir Yadav,Male,22,Guwahati,Assam,East
C00203,Neha Das,Female,18,Chennai,Tamil Nadu,South
C00204,Ananya Nair,Female,27,Chennai,Tamil Nadu,South
C00205,Meera Joshi,Female,39,Jaipur,Rajasthan,North
C00206,Meera Roy,Female,38,Lucknow,Uttar Pradesh,North
C00207,Rohan Nair,Female,32,Hyderabad,Telangana,South
C00208,Vivaan Das,Female,63,Pune,Maharashtra,West
C00209,Sneha Kumar,Male,49,Pune,Maharashtra,West
C00210,Aryan Mehta,Female,24,Delhi,Delhi,North
C00211,Arjun Mehta,Female,18,Jaipur,Rajasthan,North
C00212,Neha Kumar,Male,22,Bengaluru,Karnataka,South
C00213,Rahul Das,Female,59,Jaipur,Rajasthan,North
C00214,Diya Kumar,Female,38,Mumbai,Maharashtra,West
C00215,Meera Sharma,Male,33,Jaipur,Rajasthan,North
C00216,Rohan Yadav,Male,45,Chennai,Tamil Nadu,South
C00217,Arjun Joshi,Male,62,Mumbai,Maharashtra,West
C00218,Aarav Sharma,Female,21,Chennai,Tamil Nadu,South
C00219,Priya Das,Female,27,Chennai,Tamil Nadu,South
C00220,Kabir Roy,Male,28,Hyderabad,Telangana,South
C00221,Aditya Nair,Female,57,Bengaluru,Karnataka,South
C00222,Aditi Nair,Male,32,Hyderabad,Telangana,South
C00223,Rahul Joshi,Female,60,Jaipur,Rajasthan,North
C00224,Karan Gupta,Male,22,Delhi,Delhi,North
C00225,Priya Nair,Female,58,Jaipur,Rajasthan,North
C00226,Rahul Joshi,Female,30,Pune,Maharashtra,West
C00227,Aditi Verma,Male,42,Pune,Maharashtra,West
C00228,Priya Nair,Female,62,Guwahati,Assam,East
C00229,Aarav Kumar,Female,35,Chennai,Tamil Nadu,South
C00230,Riya Kumar,Male,56,Delhi,Delhi,North
C00231,Ananya Singh,Female,32,Jaipur,Rajasthan,North
C00232,Saanvi Gupta,Male,58,Hyderabad,Telangana,South
C00233,Vivaan Gupta,Female,20,Mumbai,Maharashtra,West
C00234,Priya Yadav,Male,23,Guwahati,Assam,East
C00235,Diya Yadav,Female,29,Chennai,Tamil Nadu,South
C00236,Aryan Mehta,Female,51,Hyderabad,Telangana,South
C00237,Rahul Patel,Female,48,Lucknow,Uttar Pradesh,North
C00238,Diya Verma,Female,22,Chennai,Tamil Nadu,South
C00239,Rohan Kumar,Female,53,Bengaluru,Karnataka,South
C00240,Aditya Roy,Male,34,Kolkata,West Bengal,East
C00241,Arjun Joshi,Female,61,Lucknow,Uttar Pradesh,North
C00242,Riya Roy,Female,24,Chennai,Tamil Nadu,South
C00243,Aditi Sharma,Female,57,Hyderabad,Telangana,South
C00244,Aditya Kumar,Female,62,Hyderabad,Telangana,South
C00245,Neha Verma,Male,20,Chennai,Tamil Nadu,South
C00246,Ananya Joshi,Male,24,Delhi,Delhi,North
C00247,Meera Patel,Female,47,Hyderabad,Telangana,South
C00248,Meera Roy,Male,44,Kolkata,West Bengal,East
C00249,Aditi Nair,Female,35,Mumbai,Maharashtra,West
C00250,Priya Singh,Female,46,Delhi,Delhi,North
C00251,Priya Verma,Female,52,Hyderabad,Telangana,South
C00252,Vivaan Roy,Female,30,Kolkata,West Bengal,East
C00253,Karan Verma,Male,59,Mumbai,Maharashtra,West
C00254,Aarav Sharma,Female,33,Guwahati,Assam,East
C00255,Riya Singh,Male,53,Bengaluru,Karnataka,South
C00256,Riya Singh,Male,39,Hyderabad,Telangana,South
C00257,Saanvi Sharma,Female,27,Bengaluru,Karnataka,South
C00258,Meera Gupta,Male,25,Bengaluru,Karnataka,South
C00259,Aryan Sharma,Female,33,Delhi,Delhi,North
C00260,Diya Sharma,Male,34,Guwahati,Assam,East
C00261,Aryan Yadav,Female,51,Delhi,Delhi,North
C00262,Aditya Joshi,Female,41,Mumbai,Maharashtra,West
C00263,Riya Verma,Female,50,Lucknow,Uttar Pradesh,North
C00264,Saanvi Sharma,Female,47,Hyderabad,Telangana,South
C00265,Vivaan Joshi,Female,45,Delhi,Delhi,North
C00266,Aditi Yadav,Female,22,Mumbai,Maharashtra,West
C00267,Diya Nair,Male,22,Mumbai,Maharashtra,West
C00268,Rahul Nair,Female,42,Bengaluru,Karnataka,South
C00269,Kabir Gupta,Female,50,Guwahati,Assam,East
C00270,Neha Verma,Male,59,Guwahati,Assam,East
C00271,Ishaan Roy,Female,32,Lucknow,Uttar Pradesh,North
C00272,Diya Joshi,Female,44,Pune,Maharashtra,West
C00273,Diya Roy,Female,60,Mumbai,Maharashtra,West
C00274,Priya Patel,Female,22,Chennai,Tamil Nadu,South
C00275,Aditya Verma,Female,24,Mumbai,Maharashtra,West
C00276,Aryan Mehta,Male,55,Kolkata,West Bengal,East
C00277,Meera Das,Male,44,Lucknow,Uttar Pradesh,North
C00278,Neha Yadav,Male,36,Kolkata,West Bengal,East
C00279,Ananya Das,Male,54,Guwahati,Assam,East
C00280,Ishaan Patel,Female,32,Lucknow,Uttar Pradesh,North
C00281,Priya Mehta,Female,25,Mumbai,Maharashtra,West
C00282,Riya Singh,Female,53,Chennai,Tamil Nadu,South
C00283,Saanvi Kumar,Male,56,Guwahati,Assam,East
C00284,Aarav Patel,Female,62,Chennai,Tamil Nadu,South
C00285,Diya Das,Male,29,Chennai,Tamil Nadu,South
C00286,Riya Kumar,Female,22,Bengaluru,Karnataka,South
C00287,Aarav Verma,Male,42,Bengaluru,Karnataka,South
C00288,Karan Das,Male,41,Pune,Maharashtra,West
C00289,Diya Nair,Male,21,Chennai,Tamil Nadu,South
C00290,Vihaan Nair,Male,61,Bengaluru,Karnataka,South
C00291,Rahul Joshi,Female,49,Mumbai,Maharashtra,West
C00292,Karan Roy,Female,31,Guwahati,Assam,East
C00293,Arjun Das,Female,25,Lucknow,Uttar Pradesh,North
C00294,Riya Joshi,Female,20,Chennai,Tamil Nadu,South
C00295,Sneha Nair,Male,18,Hyderabad,Telangana,South
C00296,Ananya Singh,Male,34,Hyderabad,Telangana,South
C00297,Diya Verma,Male,49,Chennai,Tamil Nadu,South
C00298,Vihaan Patel,Female,52,Pune,Maharashtra,West
C00299,Kabir Mehta,Female,22,Hyderabad,Telangana,South
C00300,Vivaan Roy,Male,47,Pune,Maharashtra,West
C00301,Diya Nair,Female,54,Mumbai,Maharashtra,West
C00302,Neha Gupta,Male,43,Pune,Maharashtra,West
C00303,Diya Patel,Female,62,Delhi,Delhi,North
C00304,Aditya Roy,Male,33,Kolkata,West Bengal,East
C00305,Riya Roy,Male,43,Pune,Maharashtra,West
C00306,Diya Singh,Female,28,Chennai,Tamil Nadu,South
C00307,Kabir Kumar,Male,51,Mumbai,Maharashtra,West
C00308,Ishaan Das,Female,64,Lucknow,Uttar Pradesh,North
C00309,Rohan Verma,Male,34,Bengaluru,Karnataka,South
C00310,Vihaan Nair,Male,59,Hyderabad,Telangana,South
C00311,Vihaan Kumar,Female,47,Mumbai,Maharashtra,West
C00312,Riya Joshi,Female,58,Guwahati,Assam,East
C00313,Aryan Joshi,Male,48,Kolkata,West Bengal,East
C00314,Ananya Gupta,Male,40,Jaipur,Rajasthan,North
C00315,Aditya Gupta,Female,46,Lucknow,Uttar Pradesh,North
C00316,Vivaan Das,Female,22,Delhi,Delhi,North
C00317,Saanvi Nair,Female,47,Mumbai,Maharashtra,West
C00318,Meera Yadav,Male,46,Guwahati,Assam,East
C00319,Ishaan Das,Female,50,Guwahati,Assam,East
C00320,Vivaan Joshi,Male,39,Bengaluru,Karnataka,South
C00321,Kabir Kumar,Male,20,Mumbai,Maharashtra,West
C00322,Karan Joshi,Male,41,Hyderabad,Telangana,South
C00323,Ananya Roy,Female,39,Kolkata,West Bengal,East
C00324,Vivaan Kumar,Female,22,Guwahati,Assam,East
C00325,Arjun Mehta,Female,36,Kolkata,West Bengal,East
C00326,Saanvi Patel,Female,23,Chennai,Tamil Nadu,South
C00327,Aryan Das,Female,59,Guwahati,Assam,East
C00328,Aryan Nair,Male,37,Pune,Maharashtra,West
C00329,Sneha Kumar,Female,26,Lucknow,Uttar Pradesh,North
C00330,Aditya Kumar,Female,50,Lucknow,Uttar Pradesh,North
C00331,Aarav Das,Female,29,Kolkata,West Bengal,East
C00332,Diya Joshi,Male,32,Hyderabad,Telangana,South
C00333,Aryan Verma,Female,24,Bengaluru,Karnataka,South
C00334,Meera Yadav,Male,60,Lucknow,Uttar Pradesh,North
C00335,Saanvi Patel,Female,27,Kolkata,West Bengal,East
C00336,Vihaan Yadav,Male,64,Bengaluru,Karnataka,South
C00337,Vivaan Roy,Female,61,Jaipur,Rajasthan,North
C00338,Karan Nair,Female,65,Hyderabad,Telangana,South
C00339,Rohan Mehta,Male,37,Jaipur,Rajasthan,North
C00340,Ishaan Das,Female,47,Jaipur,Rajasthan,North
C00341,Sneha Mehta,Female,28,Chennai,Tamil Nadu,South
C00342,Saanvi Patel,Female,21,Hyderabad,Telangana,South
C00343,Priya Mehta,Male,63,Jaipur,Rajasthan,North
C00344,Arjun Gupta,Male,28,Lucknow,Uttar Pradesh,North
C00345,Karan Mehta,Male,45,Chennai,Tamil Nadu,South
C00346,Rohan Joshi,Female,19,Mumbai,Maharashtra,West
C00347,Vivaan Roy,Female,33,Pune,Maharashtra,West
C00348,Aditya Das,Male,19,Pune,Maharashtra,West
C00349,Arjun Yadav,Female,27,Kolkata,West Bengal,East
C00350,Vivaan Gupta,Female,62,Bengaluru,Karnataka,South
C00351,Aditi Joshi,Male,23,Bengaluru,Karnataka,South
C00352,Rahul Singh,Male,53,Delhi,Delhi,North
C00353,Kabir Roy,Male,36,Guwahati,Assam,East
C00354,Ananya Verma,Male,33,Hyderabad,Telangana,South
C00355,Saanvi Joshi,Male,25,Pune,Maharashtra,West
C00356,Saanvi Mehta,Male,58,Jaipur,Rajasthan,North
C00357,Riya Singh,Male,36,Lucknow,Uttar Pradesh,North
C00358,Aarav Nair,Female,33,Pune,Maharashtra,West
C00359,Neha Patel,Male,51,Guwahati,Assam,East
C00360,Aditya Mehta,Male,42,Kolkata,West Bengal,East
C00361,Vivaan Kumar,Female,41,Jaipur,Rajasthan,North
C00362,Aarav Das,Male,40,Chennai,Tamil Nadu,South
C00363,Arjun Nair,Female,26,Hyderabad,Telangana,South
C00364,Priya Mehta,Female,59,Delhi,Delhi,North
C00365,Karan Yadav,Female,58,Bengaluru,Karnataka,South
C00366,Aryan Verma,Female,20,Bengaluru,Karnataka,South
C00367,Ishaan Sharma,Male,20,Chennai,Tamil Nadu,South
C00368,Ananya Mehta,Female,52,Kolkata,West Bengal,East
C00369,Rahul Sharma,Male,36,Jaipur,Rajasthan,North
C00370,Vivaan Kumar,Female,35,Kolkata,West Bengal,East
C00371,Priya Roy,Female,65,Mumbai,Maharashtra,West
C00372,Sneha Das,Male,49,Jaipur,Rajasthan,North
C00373,Priya Mehta,Female,23,Jaipur,Rajasthan,North
C00374,Aditya Roy,Male,52,Pune,Maharashtra,West
C00375,Diya Verma,Male,38,Chennai,Tamil Nadu,South
C00376,Ananya Joshi,Female,28,Chennai,Tamil Nadu,South
C00377,Priya Joshi,Male,64,Jaipur,Rajasthan,North
C00378,Saanvi Roy,Female,58,Kolkata,West Bengal,East
C00379,Aditya Kumar,Female,41,Delhi,Delhi,North
C00380,Vihaan Sharma,Male,56,Lucknow,Uttar Pradesh,North
C00381,Vivaan Patel,Male,33,Jaipur,Rajasthan,North
C00382,Priya Roy,Male,56,Kolkata,West Bengal,East
C00383,Karan Das,Female,46,Bengaluru,Karnataka,South
C00384,Riya Patel,Female,43,Mumbai,Maharashtra,West
C00385,Rahul Singh,Male,19,Kolkata,West Bengal,East
C00386,Aditi Mehta,Female,53,Bengaluru,Karnataka,South
C00387,Rahul Gupta,Female,31,Mumbai,Maharashtra,West
C00388,Ananya Yadav,Female,30,Guwahati,Assam,East
C00389,Aryan Verma,Female,29,Mumbai,Maharashtra,West
C00390,Aditya Kumar,Female,60,Jaipur,Rajasthan,North
C00391,Aditya Mehta,Female,37,Kolkata,West Bengal,East
C00392,Vihaan Das,Male,25,Bengaluru,Karnataka,South
C00393,Aryan Singh,Female,19,Hyderabad,Telangana,South
C00394,Meera Nair,Female,47,Kolkata,West Bengal,East
C00395,Aryan Nair,Male,22,Lucknow,Uttar Pradesh,North
C00396,Sneha Yadav,Female,51,Chennai,Tamil Nadu,South
C00397,Neha Nair,Male,26,Pune,Maharashtra,West
C00398,Aditya Joshi,Female,61,Kolkata,West Bengal,East
C00399,Priya Patel,Male,26,Lucknow,Uttar Pradesh,North
C00400,Kabir Sharma,Male,51,Pune,Maharashtra,West
C00401,Ananya Patel,Male,38,Bengaluru,Karnataka,South
C00402,Priya Mehta,Female,23,Hyderabad,Telangana,South
C00403,Ishaan Kumar,Female,26,Chennai,Tamil Nadu,South
C00404,Saanvi Mehta,Male,50,Chennai,Tamil Nadu,South
C00405,Riya Nair,Male,28,Bengaluru,Karnataka,South
C00406,Saanvi Das,Male,19,Guwahati,Assam,East
C00407,Vivaan Kumar,Female,59,Mumbai,Maharashtra,West
C00408,Riya Roy,Male,49,Hyderabad,Telangana,South
C00409,Ananya Kumar,Female,48,Lucknow,Uttar Pradesh,North
C00410,Sneha Gupta,Female,22,Hyderabad,Telangana,South
C00411,Vihaan Joshi,Female,48,Delhi,Delhi,North
C00412,Ishaan Das,Male,38,Jaipur,Rajasthan,North
C00413,Priya Roy,Male,41,Kolkata,West Bengal,East
C00414,Meera Verma,Female,33,Lucknow,Uttar Pradesh,North
C00415,Arjun Gupta,Female,33,Jaipur,Rajasthan,North
C00416,Arjun Sharma,Female,42,Bengaluru,Karnataka,South
C00417,Neha Singh,Male,38,Guwahati,Assam,East
C00418,Diya Singh,Male,49,Guwahati,Assam,East
C00419,Karan Joshi,Female,49,Lucknow,Uttar Pradesh,North
C00420,Aditya Roy,Female,33,Delhi,Delhi,North
C00421,Riya Das,Male,21,Hyderabad,Telangana,South
C00422,Aditi Nair,Female,36,Chennai,Tamil Nadu,South
C00423,Aarav Verma,Female,26,Lucknow,Uttar Pradesh,North
C00424,Priya Roy,Female,20,Chennai,Tamil Nadu,South
C00425,Vivaan Nair,Male,41,Pune,Maharashtra,West
C00426,Ananya Verma,Female,50,Lucknow,Uttar Pradesh,North
C00427,Meera Gupta,Male,26,Jaipur,Rajasthan,North
C00428,Sneha Das,Female,53,Mumbai,Maharashtra,West
C00429,Aryan Singh,Female,50,Kolkata,West Bengal,East
C00430,Vivaan Sharma,Male,63,Delhi,Delhi,North
C00431,Aditi Mehta,Female,27,Kolkata,West Bengal,East
C00432,Kabir Patel,Female,57,Guwahati,Assam,East
C00433,Vihaan Roy,Female,55,Kolkata,West Bengal,East
C00434,Kabir Mehta,Female,63,Kolkata,West Bengal,East
C00435,Ananya Joshi,Male,41,Guwahati,Assam,East
C00436,Arjun Roy,Female,64,Kolkata,West Bengal,East
C00437,Saanvi Joshi,Female,59,Delhi,Delhi,North
C00438,Riya Singh,Male,55,Guwahati,Assam,East
